Errors,"Suggested Fixes",Description,"System ID",UPC,EAN,"Custom SKU","Manufacturer SKU",Vendor,"Vendor ID",Brand,"Default Cost","Default - Price","MSRP - Price","Online - Price","Matrix Description","Matrix Attribute Set","Attribute 1","Attribute 2","Attribute 3",Discountable,Taxable,"Tax Class","Item Type","Publish To eCom",Serialized,Category,"Subcategory 1","Subcategory 2","Subcategory 3","Subcategory 4","Clear Existing Tags","Add Tags",Note,"Display Note",Archive,"Featured Image",Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,"Shop Quantity on Hand","Shop Unit Cost","Shop Reorder Point","Shop Reorder Level"
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,929.67,9008415957491,95062900,44900-8438,"Boards & More",,Duotone,650.37,929.67,929.67,929.67,"2020 Duotone Foil Spirit Surf Carbon Front Wing 1500",Size,1500,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,159.53,9008415890163,95062900,44900-8347,"Boards & More",,Duotone,111.72,159.53,159.53,159.53,"2020 Duotone Foil Spirit Back Wing 255",Size,255,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,332.43,9008415890170,95062900,44900-8348,"Boards & More",,Duotone,232.75,332.43,332.43,332.43,"2020 Duotone Foil Spirit GT Carbon Back Wing 215",Size,215,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,332.43,9008415926206,95062900,44900-8349,"Boards & More",,Duotone,232.75,332.43,332.43,332.43,"2020 Duotone Foil Spirit Carbon Back Wing 215",Size,215,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1594.67,9008415890187,95062900,44900-8350,"Boards & More",,Duotone,1115.87,1594.67,1594.67,1594.67,"2020 Duotone Foil Mast Daytona 105",Size,105cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1993.67,9008415890194,95062900,44900-8351,"Boards & More",,Duotone,1395.17,1993.67,1993.67,1993.67,"2020 Duotone Foil Airplane Daytona",Size,"62,7cm",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Foil,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,478.73,9008415867592,95030099,44200-4720,"Boards & More",,Duotone,287.28,478.73,478.73,478.73,"2020 Duotone Apex Curv 13 Select",Size,48/S,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,478.73,9008415867578,95030099,44200-4720,"Boards & More",,Duotone,287.28,478.73,478.73,478.73,"2020 Duotone Apex Curv 13 Select",Size,50/M,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,478.73,9008415867585,95030099,44200-4720,"Boards & More",,Duotone,287.28,478.73,478.73,478.73,"2020 Duotone Apex Curv 13 Select",Size,52/L,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,478.73,9008415867561,95030099,44200-4720,"Boards & More",,Duotone,287.28,478.73,478.73,478.73,"2020 Duotone Apex Curv 13 Select",Size,54/XL,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,319.13,9008415867653,95030099,44200-4721,"Boards & More",,Duotone,191.52,319.13,319.13,319.13,"2020 Duotone Apex 8",Size,46/XS,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,319.13,9008415867639,95030099,44200-4721,"Boards & More",,Duotone,191.52,319.13,319.13,319.13,"2020 Duotone Apex 8",Size,48/S,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,319.13,9008415867615,95030099,44200-4721,"Boards & More",,Duotone,191.52,319.13,319.13,319.13,"2020 Duotone Apex 8",Size,50/M,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,319.13,9008415867622,95030099,44200-4721,"Boards & More",,Duotone,191.52,319.13,319.13,319.13,"2020 Duotone Apex 8",Size,52/L,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,319.13,9008415867608,95030099,44200-4721,"Boards & More",,Duotone,191.52,319.13,319.13,319.13,"2020 Duotone Apex 8",Size,54/XL,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,319.13,9008415867646,95030099,44200-4721,"Boards & More",,Duotone,191.52,319.13,319.13,319.13,"2020 Duotone Apex 8",Size,56/XXL,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926053,95069990,44200-7030,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Seat",Size,48/S,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926060,95069990,44200-7030,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Seat",Size,50/M,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926077,95069990,44200-7030,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Seat",Size,52/L,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926084,95069990,44200-7030,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Seat",Size,54/XL,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926015,95069990,44200-7031,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Waist",Size,48/S,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926022,95069990,44200-7031,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Waist",Size,50/M,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926039,95069990,44200-7031,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Waist",Size,52/L,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,172.83,9008415926046,95069990,44200-7031,"Boards & More",,Duotone,103.74,172.83,172.83,172.83,"2020 Duotone Kite Vest Waist",Size,54/XL,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,292.53,9008415867714,95030099,44200-4722,"Boards & More",,Duotone,175.56,292.53,292.53,292.53,"2020 Duotone Radar",Size,46/XS,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,292.53,9008415867691,95030099,44200-4722,"Boards & More",,Duotone,175.56,292.53,292.53,292.53,"2020 Duotone Radar",Size,48/S,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,292.53,9008415867677,95030099,44200-4722,"Boards & More",,Duotone,175.56,292.53,292.53,292.53,"2020 Duotone Radar",Size,50/M,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,292.53,9008415867684,95030099,44200-4722,"Boards & More",,Duotone,175.56,292.53,292.53,292.53,"2020 Duotone Radar",Size,52/L,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,292.53,9008415867660,95030099,44200-4722,"Boards & More",,Duotone,175.56,292.53,292.53,292.53,"2020 Duotone Radar",Size,54/XL,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Harnais,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,93.03,9008415925889,42029291,44200-7015,"Boards & More",,Duotone,55.86,93.03,93.03,93.03,"2020 Duotone Single Board Bag TT",Size,143cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,119.63,9008415925902,42029291,44200-7016,"Boards & More",,Duotone,71.82,119.63,119.63,119.63,"2020 Duotone Single Board Bag CSC",Size,"5'4""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,119.63,9008415925896,42029291,44200-7017,"Boards & More",,Duotone,71.82,119.63,119.63,119.63,"2020 Duotone Single Board Bag Surf",Size,"6'0""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,226.03,9008415925919,42029291,44200-7010,"Boards & More",,Duotone,135.66,226.03,226.03,226.03,"2020 Duotone Combibag",Size,139cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,239.33,9008415925926,42029291,44200-7010,"Boards & More",,Duotone,143.64,239.33,239.33,239.33,"2020 Duotone Combibag",Size,152cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,252.63,9008415925933,42029291,44200-7010,"Boards & More",,Duotone,151.62,252.63,252.63,252.63,"2020 Duotone Combibag",Size,165cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,265.93,9008415925940,42029291,44200-7010,"Boards & More",,Duotone,159.60,265.93,265.93,265.93,"2020 Duotone Combibag",Size,186cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,265.93,9008415925957,42029291,44200-7011,"Boards & More",,Duotone,159.60,265.93,265.93,265.93,"2020 Duotone Team Bag",Size,145cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,292.53,9008415925964,42029291,44200-7011,"Boards & More",,Duotone,175.56,292.53,292.53,292.53,"2020 Duotone Team Bag",Size,165cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,332.43,9008415925971,42029291,44200-7012,"Boards & More",,Duotone,199.50,332.43,332.43,332.43,"2020 Duotone Team Bag Surf",Size,"6'0""",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,53.13,9008415856602,42029291,44900-7020,"Boards & More",,Duotone,31.88,53.13,53.13,53.13,"2020 Duotone Extension Kitebag",Size,S(4-9m),,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,53.13,9008415857661,42029291,44900-7020,"Boards & More",,Duotone,31.88,53.13,53.13,53.13,"2020 Duotone Extension Kitebag",Size,M(10-14m),,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,53.13,9008415857678,42029291,44900-7020,"Boards & More",,Duotone,31.88,53.13,53.13,53.13,"2020 Duotone Extension Kitebag",Size,L(15-18m),,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.","2020 Duotone Kitebag Spare",,93.03,9008415929702,42029291,44200-7021,"Boards & More",,Duotone,55.86,93.03,93.03,93.03,,," "," ",,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,106.33,9008415926893,42029291,44900-7051,"Boards & More",,Duotone,63.84,106.33,106.33,106.33,"2020 Duotone Foil Board Bag",Color,"Dark Grey",,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,66.43,9008415930081,42029291,44900-8424,"Boards & More",,Duotone,39.90,66.43,66.43,66.43,"2020 Duotone Foil Spirit Foilbag",Size,100cm,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Sacs,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
