Errors,"Suggested Fixes",Description,"System ID",UPC,EAN,"Custom SKU","Manufacturer SKU",Vendor,"Vendor ID",Brand,"Default Cost","Default - Price","MSRP - Price","Online - Price","Matrix Description","Matrix Attribute Set","Attribute 1","Attribute 2","Attribute 3",Discountable,Taxable,"Tax Class","Item Type","Publish To eCom",Serialized,Category,"Subcategory 1","Subcategory 2","Subcategory 3","Subcategory 4","Clear Existing Tags","Add Tags",Note,"Display Note",Archive,"Featured Image",Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,Image,"Shop Quantity on Hand","Shop Unit Cost","Shop Reorder Point","Shop Reorder Level"
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1556.03,9008415936489,95030099,44200-3003,"Boards & More",,Duotone,1026.76,1556.03,1556.03,1556.03,"2020 Duotone EVO",Color/Size,Blue,5,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1649.13,9008415931880,95030099,44200-3003,"Boards & More",,Duotone,1087.94,1649.13,1649.13,1649.13,"2020 Duotone EVO",Color/Size,Blue,6,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1742.23,9008415931910,95030099,44200-3003,"Boards & More",,Duotone,1150.45,1742.23,1742.23,1742.23,"2020 Duotone EVO",Color/Size,Blue,7,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1835.33,9008415931897,95030099,44200-3003,"Boards & More",,Duotone,1211.63,1835.33,1835.33,1835.33,"2020 Duotone EVO",Color/Size,Blue,8,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1941.73,9008415931903,95030099,44200-3003,"Boards & More",,Duotone,1282.12,1941.73,1941.73,1941.73,"2020 Duotone EVO",Color/Size,Blue,9,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2034.83,9008415931835,95030099,44200-3003,"Boards & More",,Duotone,1343.30,2034.83,2034.83,2034.83,"2020 Duotone EVO",Color/Size,Blue,10,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2127.93,9008415931866,95030099,44200-3003,"Boards & More",,Duotone,1404.48,2127.93,2127.93,2127.93,"2020 Duotone EVO",Color/Size,Blue,11,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2221.03,9008415931873,95030099,44200-3003,"Boards & More",,Duotone,1465.66,2221.03,2221.03,2221.03,"2020 Duotone EVO",Color/Size,Blue,12,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2327.43,9008415931859,95030099,44200-3003,"Boards & More",,Duotone,1536.15,2327.43,2327.43,2327.43,"2020 Duotone EVO",Color/Size,Blue,13,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2433.83,9008415931842,95030099,44200-3003,"Boards & More",,Duotone,1606.64,2433.83,2433.83,2433.83,"2020 Duotone EVO",Color/Size,Blue,14,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415936472,95030099,44200-3003,"Boards & More",,Duotone,965.58,1462.93,1462.93,1462.93,"2020 Duotone EVO",Color/Size,Red,4,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1556.03,9008415936489,95030099,44200-3003,"Boards & More",,Duotone,1026.76,1556.03,1556.03,1556.03,"2020 Duotone EVO",Color/Size,Red,5,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1649.13,9008415931880,95030099,44200-3003,"Boards & More",,Duotone,1087.94,1649.13,1649.13,1649.13,"2020 Duotone EVO",Color/Size,Red,6,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1742.23,9008415931910,95030099,44200-3003,"Boards & More",,Duotone,1150.45,1742.23,1742.23,1742.23,"2020 Duotone EVO",Color/Size,Red,7,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1835.33,9008415931897,95030099,44200-3003,"Boards & More",,Duotone,1211.63,1835.33,1835.33,1835.33,"2020 Duotone EVO",Color/Size,Red,8,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1941.73,9008415931903,95030099,44200-3003,"Boards & More",,Duotone,1282.12,1941.73,1941.73,1941.73,"2020 Duotone EVO",Color/Size,Red,9,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2034.83,9008415931835,95030099,44200-3003,"Boards & More",,Duotone,1343.30,2034.83,2034.83,2034.83,"2020 Duotone EVO",Color/Size,Red,10,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2127.93,9008415931866,95030099,44200-3003,"Boards & More",,Duotone,1404.48,2127.93,2127.93,2127.93,"2020 Duotone EVO",Color/Size,Red,11,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2221.03,9008415931873,95030099,44200-3003,"Boards & More",,Duotone,1465.66,2221.03,2221.03,2221.03,"2020 Duotone EVO",Color/Size,Red,12,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2327.43,9008415931859,95030099,44200-3003,"Boards & More",,Duotone,1536.15,2327.43,2327.43,2327.43,"2020 Duotone EVO",Color/Size,Red,13,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2433.83,9008415931842,95030099,44200-3003,"Boards & More",,Duotone,1606.64,2433.83,2433.83,2433.83,"2020 Duotone EVO",Color/Size,Red,14,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1462.93,9008415936472,95030099,44200-3003,"Boards & More",,Duotone,965.58,1462.93,1462.93,1462.93,"2020 Duotone EVO",Color/Size,White,4,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1556.03,9008415936489,95030099,44200-3003,"Boards & More",,Duotone,1026.76,1556.03,1556.03,1556.03,"2020 Duotone EVO",Color/Size,White,5,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1649.13,9008415931880,95030099,44200-3003,"Boards & More",,Duotone,1087.94,1649.13,1649.13,1649.13,"2020 Duotone EVO",Color/Size,White,6,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1742.23,9008415931910,95030099,44200-3003,"Boards & More",,Duotone,1150.45,1742.23,1742.23,1742.23,"2020 Duotone EVO",Color/Size,White,7,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1835.33,9008415931897,95030099,44200-3003,"Boards & More",,Duotone,1211.63,1835.33,1835.33,1835.33,"2020 Duotone EVO",Color/Size,White,8,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1941.73,9008415931903,95030099,44200-3003,"Boards & More",,Duotone,1282.12,1941.73,1941.73,1941.73,"2020 Duotone EVO",Color/Size,White,9,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2034.83,9008415931835,95030099,44200-3003,"Boards & More",,Duotone,1343.30,2034.83,2034.83,2034.83,"2020 Duotone EVO",Color/Size,White,10,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2127.93,9008415931866,95030099,44200-3003,"Boards & More",,Duotone,1404.48,2127.93,2127.93,2127.93,"2020 Duotone EVO",Color/Size,White,11,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2221.03,9008415931873,95030099,44200-3003,"Boards & More",,Duotone,1465.66,2221.03,2221.03,2221.03,"2020 Duotone EVO",Color/Size,White,12,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2327.43,9008415931859,95030099,44200-3003,"Boards & More",,Duotone,1536.15,2327.43,2327.43,2327.43,"2020 Duotone EVO",Color/Size,White,13,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2433.83,9008415931842,95030099,44200-3003,"Boards & More",,Duotone,1606.64,2433.83,2433.83,2433.83,"2020 Duotone EVO",Color/Size,White,14,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Freeride,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2247.63,9008415940462,95030099,44200-3007,"Boards & More",,Duotone,1482.95,2247.63,2247.63,2247.63,"2020 Duotone JUICE",Color/Size,White,11,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Lightwind,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2447.13,9008415940455,95030099,44200-3007,"Boards & More",,Duotone,1614.62,2447.13,2447.13,2447.13,"2020 Duotone JUICE",Color/Size,White,13,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Lightwind,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2646.63,9008415940486,95030099,44200-3007,"Boards & More",,Duotone,1746.29,2646.63,2646.63,2646.63,"2020 Duotone JUICE",Color/Size,White,15,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Lightwind,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2832.83,9008415940479,95030099,44200-3007,"Boards & More",,Duotone,1869.98,2832.83,2832.83,2832.83,"2020 Duotone JUICE",Color/Size,White,17,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Lightwind,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1263.43,9008415940677,95030099,44200-3008,"Boards & More",,Duotone,833.91,1263.43,1263.43,1263.43,"2020 Duotone MONO",Color/Size,White,3.5,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1423.03,9008415940639,95030099,44200-3008,"Boards & More",,Duotone,938.98,1423.03,1423.03,1423.03,"2020 Duotone MONO",Color/Size,White,5,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1609.23,9008415940653,95030099,44200-3008,"Boards & More",,Duotone,1062.67,1609.23,1609.23,1609.23,"2020 Duotone MONO",Color/Size,White,7,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1808.73,9008415940646,95030099,44200-3008,"Boards & More",,Duotone,1194.34,1808.73,1808.73,1808.73,"2020 Duotone MONO",Color/Size,White,9,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,1994.93,9008415940622,95030099,44200-3008,"Boards & More",,Duotone,1316.70,1994.93,1994.93,1994.93,"2020 Duotone MONO",Color/Size,White,11,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2207.73,9008415940615,95030099,44200-3008,"Boards & More",,Duotone,1457.68,2207.73,2207.73,2207.73,"2020 Duotone MONO",Color/Size,White,13,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2460.43,9008415940660,95030099,44200-3008,"Boards & More",,Duotone,1623.93,2460.43,2460.43,2460.43,"2020 Duotone MONO",Color/Size,White,15,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2392.67,9008415935420,95030099,44200-3010,"Boards & More",,Duotone,1976.38,2392.67,2392.67,2392.67,"2020 Duotone CAPA",Color/Size,White,09,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2592.17,9008415935413,95030099,44200-3010,"Boards & More",,Duotone,2159.92,2592.17,2592.17,2592.17,"2020 Duotone CAPA",Color/Size,White,11,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,2858.17,9008415935406,95030099,44200-3010,"Boards & More",,Duotone,2390.01,2858.17,2858.17,2858.17,"2020 Duotone CAPA",Color/Size,White,13,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,3057.67,9008415935390,95030099,44200-3010,"Boards & More",,Duotone,2529.66,3057.67,3057.67,3057.67,"2020 Duotone CAPA",Color/Size,White,15,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Foil,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,372.33,9008415860517,95030099,44900-7098,"Boards & More",,Duotone,246.05,372.33,372.33,372.33,"2020 Duotone LIZARD",Color/Size,Blue,2.5,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Trainer,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,319.13,9008415860524,95030099,44900-7098,"Boards & More",,Duotone,210.14,319.13,319.13,319.13,"2020 Duotone LIZARD",Color/Size,Blue,1.8,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Trainer,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,265.93,9008415860531,95030099,44900-7099,"Boards & More",,Duotone,175.56,265.93,265.93,265.93,"2020 Duotone LIZARD No-Leash",Color/Size,Blue,1.8,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Kite,Trainer,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,611.80,9008415921607,95030099,44200-3201,"Boards & More",,Duotone,404.32,611.80,611.80,611.80,"2020 Trust Bar Quad",Color/Size,Orange/Blue,19m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,625.10,9008415921621,95030099,44200-3201,"Boards & More",,Duotone,412.30,625.10,625.10,625.10,"2020 Trust Bar Quad",Color/Size,Orange/Blue,22m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,651.70,9008415921645,95030099,44200-3201,"Boards & More",,Duotone,429.59,651.70,651.70,651.70,"2020 Trust Bar Quad",Color/Size,Orange/Blue,24m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,678.30,9008415921669,95030099,44200-3201,"Boards & More",,Duotone,448.21,678.30,678.30,678.30,"2020 Trust Bar Quad",Color/Size,Orange/Blue,27m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,891.10,9008415928996,95030099,44200-3202,"Boards & More",,Duotone,587.86,891.10,891.10,891.10,"2020 Click Bar Quad",Color/Size,Orange/Blue,12-24m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,891.10,9008415929009,95030099,44200-3202,"Boards & More",,Duotone,587.86,891.10,891.10,891.10,"2020 Click Bar Quad",Color/Size,Orange/Blue,20-22m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,891.10,9008415928989,95030099,44200-3202,"Boards & More",,Duotone,587.86,891.10,891.10,891.10,"2020 Click Bar Quad",Color/Size,Orange/Blue,22-24m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,678.30,9008415936236,95030099,44200-3203,"Boards & More",,Duotone,448.21,678.30,678.30,678.30,"2020 Trust Bar Quad/Foil",Color/Size,Orange/Blue,24m,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.","2020 Quick Release Freeride Kit",,106.33,9008415929122,95030099,44200-8119,"Boards & More",,Duotone,70.49,106.33,106.33,106.33,,," "," ",,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.","2020 Quick Release Freestyle Kit",,132.93,9008415929139,95030099,44200-8120,"Boards & More",,Duotone,87.78,132.93,132.93,132.93,,," "," ",,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.","2020 Quick Release Rope Harness Kit",,119.63,9008415929146,95030099,44200-8121,"Boards & More",,Duotone,78.47,119.63,119.63,119.63,,," "," ",,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.","2020 Quick Release Wakestyle Kit",,132.93,9008415929153,95030099,44200-8151,"Boards & More",,Duotone,87.78,132.93,132.93,132.93,,," "," ",,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
"UPC value is not supported.","UPC must contain 7 to 8 or 11 to 18 digits.",,,66.43,9008415853335,56075090,44900-8105,"Boards & More",,Duotone,43.89,66.43,66.43,66.43,"2020 5th E Upgrade Kit (Trust Bar)",Size,19,,,Yes,Yes,Item,,Yes,Yes,Kitesurf,Bar,,,,,"Duotone, 2020, kiteboards, Neo, Evo, Rebel, Dice, Surf, CSC,",,,No,,,,,,,,,,,,,,,,
